Year,Player,Pos,Tm,G,PER, Salary ,MP,3P,2P,FT,TRB,AST,STL,BLK,TOV,PF,PTS,Archetype
1993,Tom Tolbert,PF,ORL,72,10.4,606000,25.5,0.1,3,1.7,5.7,1.3,0.5,0.3,1.7,2.7,8.1,Rim Protector
1993,Gerald Wilkins,SF,CLE,80,12.9,500000,26,0.2,4.3,1.9,2.7,2.3,1,0.2,1.2,1.9,11.1,Playmaker
1993,Ed Pinckney,PF,BOS,7,10.5,1150000,21.6,0,1.4,1.7,6.1,0.1,0.6,1,1.1,1.9,4.6,Rim Protector
1993,Kendall Gill,SG,CHH,69,14,1908000,35.2,0.2,6.5,3.2,4.9,3.9,1.4,0.5,2.5,2.8,16.9,All Star Post Scorer
1993,Charles Jones,C,WSB,67,7.8,875000,18,0,0.5,0.3,4.1,0.6,0.6,1.1,0.6,2.1,1.3,Post Scorer
1993,Michael Adams,PG,WSB,70,15.6,1309000,35.7,1,4.2,3.4,3.4,7.5,1.4,0.1,2.5,2.1,14.8,All Star Playmaker
1993,Duane Cooper,PG,LAL,65,7.6,140000,9.9,0.1,0.8,0.4,0.8,2.3,0.3,0,1.1,1,2.4,Ignorance
1993,Marty Conlon,C,SAC,46,15.9,200000,10.2,0,1.8,1.2,2.7,0.8,0.3,0.1,0.6,0.9,4.8,Ignorance
1993,Pete Chilcutt,PF,SAC,59,13.4,630000,14.1,0,2.8,0.5,3.3,1.1,0.4,0.4,0.9,1.7,6.1,Post Scorer
1993,Anthony Avent,PF,MIL,82,10.2,500000,27.9,0,4.2,1.4,6.2,1.1,0.7,0.9,1.7,2.9,9.8,Rim Protector
1993,Trent Tucker,SG,CHI,69,14.1,350000,13.2,0.8,1.3,0.3,1,1.2,0.3,0.1,0.3,0.9,5.2,Ignorance
1993,Steve Scheffler,C,SEA,29,13.1,140000,5.7,0,0.9,0.6,1.2,0.2,0.2,0,0.2,1.3,2.3,Ignorance
1993,Craig Ehlo,SG,CLE,82,14.2,1075000,31.2,1.1,3.6,1,4.9,3.1,1.3,0.3,1.5,2.1,11.6,All Star Sharpshooter
1993,Elden Campbell,PF,LAL,79,14.2,575000,19.6,0,3,1.6,4.2,0.6,0.7,1.3,0.9,2.1,7.7,Rim Protector
1993,Mario Elie,SF,POR,82,14.2,608000,21.4,0.5,2.4,2.2,2.6,2.2,0.9,0.2,1.1,1.8,8.6,Playmaker
1993,Sam Mack,SF,SAS,40,13.7,140000,6.7,0.1,1.1,1.1,1.2,0.4,0.4,0.1,0.6,1.1,3.6,Ignorance
1993,Sean Green,SG,IND,13,17.5,355000,6.2,0.2,1.9,0.2,0.7,0.5,0.2,0.1,0.7,0.8,4.8,Ignorance
1993,Kevin Gamble,SF,BOS,82,15.1,1200000,31,0.6,5,1.5,3,2.8,1,0.5,1,2.3,13.3,Playmaker
1993,Dexter Cambridge,SF,DAL,53,12.1,150000,16.7,0,2.8,1.3,3.2,1.1,0.5,0.1,1.2,2.4,7,Post Scorer
1993,Mark Price,PG,CLE,75,22.1,1690000,31.7,1.6,4.7,3.9,2.7,8,1.2,0.1,2.6,1.4,18.2,All Star Playmaker
1993,Robert Horry,SF,HOU,79,12.1,,29.5,0.2,3.9,1.8,5,2.4,1,1.1,2,2.7,10.1,Rim Protector
1993,Fred Roberts,C,MIL,79,15.5,866000,18.8,0.2,2.7,1.7,3,1.5,0.7,0.3,0.8,1.7,7.6,Post Scorer
1993,Mahmoud Abdul-Rauf,PG,DEN,81,15.6,2358000,33.5,0.9,7,2.7,2.8,4.2,1,0.1,2.3,2.2,19.2,All Star Playmaker
1993,Micheal Williams,PG,MIN,76,19,,35,0.3,4.3,5.5,3.6,8.7,2.2,0.3,3,3.5,15.1,All Star Playmaker
1993,Scott Williams,PF,CHI,71,14.6,613000,19.3,0,2.3,1.3,6.4,1,0.8,0.9,1,3.2,5.9,Rim Protector
1993,Doug Smith,PF,DAL,61,10.3,1845000,25,0,4.7,0.9,5.4,1.7,0.8,0.9,1.9,4.6,10.4,Rim Protector
1993,Terry Davis,PF,DAL,75,11.7,1537000,32.8,0,5.2,2.2,9.3,0.9,0.5,0.4,2.1,2.7,12.7,All Star Post Scorer
1993,Dana Barros,PG,SEA,69,15,500000,18,0.9,2.2,0.7,1.6,2.2,0.9,0,0.8,1.1,7.8,Sharpshooter
1993,Walt Williams,SF,SAC,59,15,1275000,28.4,1,5,3.8,4.5,3,1.1,0.5,3,3.5,17,All Star Post Scorer
1993,Jay Humphries,SG,UTA,78,10.5,1800000,26.1,0.2,3.5,1.3,1.8,4.1,1.3,0.1,1.7,3,8.8,Playmaker
1993,Terry Teagle,SG,HOU,2,2.1,,12.5,0,1,0.5,1.5,1,0,0,0.5,0.5,2.5,Ignorance
1993,Delaney Rudd,PG,POR,15,1.7,,6.3,0.1,0.4,0.7,0.6,1.1,0.1,0,0.7,0.5,1.7,Ignorance
1993,Charles Smith,SF,NYK,81,14.9,1250000,26.8,0,4.4,3.5,5.3,1.8,0.6,1.2,1.9,3.1,12.4,Rim Protector
1993,Harold Miner,SG,MIA,73,14.3,912000,18.9,0,4,2.2,2,1,0.5,0.1,1.3,1.8,10.3,Playmaker
1993,Loy Vaught,PF,LAC,79,16,1100000,20.9,0,3.9,1.5,6.2,0.7,0.7,0.5,1.1,2.2,9.4,Rim Protector
1993,B.J. Armstrong,PG,CHI,82,14.7,540000,30.4,0.8,4.2,1.6,1.8,4,0.8,0.1,1,2.1,12.3,Playmaker
1993,Ron Harper,SG,LAC,80,16.1,2220000,37.1,0.7,6.1,3.8,5.3,4.5,2.2,0.9,2.8,2.7,18,All Star Playmaker
1993,Marcus Webb,PF,BOS,9,20.1,140000,5.7,0,1.4,1.4,1.1,0.2,0.1,0.2,0.6,1.2,4.3,Ignorance
1993,Nick Anderson,SG,ORL,79,17.3,800000,37,1.1,6.4,3.8,6,3.4,1.6,0.7,2.1,2.5,19.9,Superstar
1993,Adam Keefe,PF,ATL,82,13.6,1000000,18.9,0,2.3,2,5.3,1,0.7,0.2,1.2,2.4,6.6,Post Scorer
1993,Sam Mitchell,SF,IND,81,11.9,575000,17.3,0,2.6,1.9,3.1,0.9,0.3,0.1,0.6,2.6,7.2,Post Scorer
1993,Eric Murdock,PG,MIL,79,19.3,700000,30.8,0.4,5.2,2.9,3.6,7.6,2.2,0.1,2.6,2.2,14.4,All Star Playmaker
1993,Reggie Williams,SF,DEN,79,15.8,985000,34.5,0.4,6.4,3,5.4,3.7,1.6,1,2.5,3.6,17,All Star Post Scorer
1993,Stacey Augmon,SG,ATL,73,15.2,1138000,28.9,0,5.4,3.1,3.9,2.3,1.2,0.2,2.2,1.9,14,All Star Post Scorer
1993,Tracy Murray,SF,POR,48,11.9,725000,10.3,0.4,1.8,0.7,1.7,0.2,0.2,0.1,0.6,1.2,5.7,Ignorance
1993,Marcus Liberty,SF,DEN,78,12.5,360000,20.3,0.3,2.9,1.3,4.3,1.3,0.8,0.3,1,1.8,8.1,Post Scorer
1993,David Robinson,C,SAS,82,24.2,5720000,39.2,0,8.2,6.8,11.7,3.7,1.5,3.2,2.9,2.9,23.4,All Star Big Man
1993,Vincent Askew,SG,TOT,73,13.1,180000,15.5,0,2.1,1.4,2.2,1.7,0.5,0.3,0.9,1.8,5.6,Post Scorer
1993,Orlando Woolridge,SF,TOT,58,13.4,1108000,26.8,0,5,2.1,3.2,2,0.5,0.5,1.4,2.1,12,Playmaker
1993,Alvin Robertson,SG,TOT,69,13.2,1283000,29.1,0.6,3,1.2,3.9,3.8,2.2,0.3,1.9,3.2,9,Playmaker
1993,Gary Payton,PG,SEA,82,17,2183000,31.1,0.1,5.7,1.8,3.4,4.9,2.2,0.3,1.8,3,13.5,All Star Playmaker
1993,Chris Smith,SG,MIN,80,11.1,,15.8,0,1.5,1.2,1.2,2.5,0.6,0.2,0.9,1.2,4.3,Sharpshooter
1993,Tim Hardaway,PG,GSW,66,19.7,690000,39.5,1.5,6.4,4.1,4,10.6,1.8,0.2,3.3,2.3,21.5,All Star Playmaker
1993,Xavier McDaniel,PF,BOS,82,16.3,1869000,27,0.1,5.5,2.3,6,2,0.9,0.6,2.1,3,13.5,All Star Post Scorer
1993,Marlon Maxey,PF,MIN,43,15.8,,12.1,0,2.2,1,3.8,0.3,0.3,0.4,0.9,1.7,5.4,Post Scorer
1993,Matt Othick,PG,SAS,4,5.9,13000,9.8,0.5,0.3,0,0.5,1.8,0.3,0,1,1.8,2,Ignorance
1993,Danny Schayes,C,MIL,70,10.6,1600000,16.1,0,1.5,1.6,3.6,1.1,0.5,0.5,0.9,2.1,4.6,Post Scorer
1993,Bill Laimbeer,C,DET,79,14.3,1319000,24.5,0.1,3.6,1.2,5.3,1.6,0.6,0.5,0.7,2.7,8.7,Rim Protector
1993,Maurice Cheeks,PG,NJN,35,13.9,600000,14.6,0,1.5,0.7,1.2,3.1,0.9,0.1,0.9,1,3.6,Sharpshooter
1993,Nate McMillan,PG,SEA,73,15.1,750000,27.1,0.3,2.6,1.3,4.2,5.3,2.4,0.5,1.9,3.3,7.5,All Star Playmaker
1993,Derrick Coleman,PF,NJN,76,21.2,2870000,36.3,0.3,7.1,5.5,11.2,3.6,1.2,1.7,3.2,2.8,20.7,All Star Big Man
1993,James Donaldson,C,UTA,6,10.7,,15.7,0,1.3,0.8,4.8,0.2,0.2,1.2,0.7,2.2,3.5,Post Scorer
1993,Walter Bond,SG,DAL,74,9,150000,21.3,0.1,3,1.7,2.6,1.6,1,0.2,1.5,3,8,Playmaker
1993,Byron Irvin,SG,WSB,4,9.5,,11.3,0.3,2,0.8,1,0.5,0.3,0,1,1.3,5.5,Ignorance
1993,Hersey Hawkins,SG,PHI,81,18.3,2400000,36.8,1.5,5.3,5.2,4.3,3.9,1.7,0.4,2.2,2.3,20.3,Superstar
1993,Kenny Battle,SG,BOS,3,20.7,140000,9.7,0,2,0.7,3.7,0.7,0.3,0,0.7,0.7,4.7,Ignorance
1993,William Bedford,C,SAS,16,3,925000,4.1,0.1,0.5,0.4,0.6,0,0,0.1,0.1,0.9,1.6,Ignorance
1993,Dan Majerle,SG,PHO,82,15.4,735000,39,2,4.2,2.5,4.7,3.8,1.7,0.4,1.6,2.2,16.9,All Star Sharpshooter
1993,Chris Mullin,SF,GSW,46,19,2844000,41.3,1.3,9,4,5,3.6,1.5,0.9,3,1.7,25.9,Superstar
1993,Tom Hammonds,PF,TOT,54,9.9,850000,13.2,0,1.9,0.7,2.4,0.4,0.3,0.2,0.6,1.4,4.6,Post Scorer
1993,Clifford Robinson,PF,POR,82,18.8,1665000,31.4,0.2,7.5,3.5,6.6,2.2,1.2,2,2.1,3.5,19.1,All Star Big Man
1993,Malik Sealy,SF,IND,58,12.7,790000,11.6,0.1,2.2,0.9,1.9,0.8,0.6,0.1,1,1.3,5.7,Post Scorer
1993,Isiah Thomas,PG,DET,79,15.4,2272000,37,0.8,5.9,3.5,2.9,8.5,1.6,0.2,3.6,2.8,17.6,All Star Playmaker
1993,Chris Dudley,C,NJN,71,9.9,1200000,19.7,0,1.3,0.8,7.2,0.2,0.2,1.5,0.8,2.7,3.5,Rim Protector
1993,Mark Eaton,C,UTA,64,8.7,1333000,17.3,0,1.1,0.5,4.1,0.3,0.3,1.2,0.7,2.2,2.8,Post Scorer
1993,Willie Burton,SF,MIA,26,10.3,802000,17.3,0.2,1.9,3.5,2.7,0.6,0.5,0.6,1.9,2.2,7.8,Post Scorer
1993,Keith Askins,SF,MIA,69,9.3,250000,13.6,0.3,1,0.4,2.9,0.4,0.4,0.4,0.5,2,3.3,Post Scorer
1993,Robert Pack,PG,DEN,77,16.4,250000,20.5,0,3.7,3.1,2.1,4.4,1.1,0.1,2.4,2.4,10.5,Playmaker
1993,Chris Morris,SF,NJN,77,17.8,1510000,29.9,0.2,5.4,2.6,5.9,1.4,1.9,0.7,1.5,2.2,14.1,All Star Post Scorer
1993,Andre Spencer,SF,TOT,20,12.8,,21.1,0,3.7,2.1,4.1,1.2,0.9,0.4,1.3,3.2,9.4,Rim Protector
1993,Sherman Douglas,PG,BOS,79,13.5,1869000,24.5,0.1,3.3,1.1,2.1,6.4,0.6,0.1,2,2.1,7.8,Playmaker
1993,Reggie Miller,SG,IND,82,19.4,3211000,36,2,4.9,5.2,3.1,3.2,1.5,0.3,1.8,2.2,21.2,Superstar
1993,Lee Mayberry,PG,MIL,82,11,520000,18.3,0.5,1.6,0.5,1.4,3.3,0.7,0.1,1,1.8,5.2,Sharpshooter
1993,Henry James,PF,TOT,10,17.1,477000,8.8,0.3,1.8,2.2,1.1,0.1,0.3,0,0.7,0.9,6.7,Ignorance
1993,Richard Dumas,SF,PHO,48,18.6,140000,27.5,0,6.3,3.2,4.6,1.3,1.8,0.8,1.9,2.6,15.8,All Star Post Scorer
1993,Bo Kimble,SG,NYK,9,9.6,865000,6.1,0.2,1.3,0.3,1.2,0.6,0.1,0,0.7,1.1,3.7,Ignorance
1993,Litterial Green,PG,ORL,52,11.6,140000,12,0,1.7,1.2,0.7,2.2,0.4,0.1,0.8,1.3,4.5,Ignorance
1993,Dwayne Schintzius,C,NJN,5,12.5,140000,7,0,0.4,0.6,1.6,0.4,0.4,0.4,0,0.8,1.4,Ignorance
1993,Sedale Threatt,PG,LAL,82,16.5,796000,35.3,0.2,6.2,2.2,3.3,6.9,1.7,0.1,2.1,3,15.1,All Star Playmaker
1993,Anthony Mason,PF,NYK,81,12.9,273000,30.6,0,3.9,2.5,7.9,2.1,0.5,0.2,1.7,3,10.3,All Star Post Scorer
1993,Tree Rollins,C,HOU,42,5.2,,5.9,0,0.3,0.2,1.4,0.2,0.1,0.4,0.2,1,0.7,Ignorance
1993,Drazen Petrovic,SG,NJN,70,17.3,1615000,38,1.1,7.3,4.5,2.7,3.5,1.3,0.2,2.9,3.4,22.3,Superstar
1993,Mark Aguirre,SF,DET,51,13.7,1351000,20.7,0.6,3.1,1.9,3,2.1,0.3,0.1,1.3,2,9.9,Sharpshooter
1993,Byron Scott,SG,LAL,58,14.4,1100000,28.9,0.8,4.3,2.7,2.3,2.7,0.9,0.2,1.2,1.7,13.7,Playmaker
1993,Vernon Maxwell,SG,HOU,71,13.4,,31.7,1.7,3.2,2.3,3.1,4.2,1.2,0.1,2,1.7,13.8,All Star Sharpshooter
1993,Barry Stevens,SF,GSW,2,15.2,,3,0,0.5,0,1,0,0,0,0,0.5,1,Ignorance
1993,Jay Guidinger,C,CLE,32,9.6,140000,6.7,0,0.6,0.4,2,0.5,0.3,0.3,0.3,1.5,1.6,Ignorance
1993,Chucky Brown,SF,NJN,77,11.2,140000,15.4,0,2.1,0.9,3,0.7,0.3,0.3,0.7,1.5,5.1,Post Scorer
1993,Alex Stivrins,PF,TOT,19,13.5,140000,4,0,1,0.2,1,0.2,0.1,0.1,0.4,0.6,2.2,Ignorance
1993,Terry Mills,PF,DET,81,15.5,1337000,27,0.1,6,2.5,5.8,1.4,0.5,0.6,1.8,3.5,14.8,All Star Post Scorer
1993,Rolando Blackman,SG,NYK,60,10.6,1500000,23.9,0.5,3.5,1.2,1.7,2.6,0.4,0.2,1.1,2.2,9.7,Playmaker
1993,Rod Strickland,SG,POR,78,18,1200000,31.7,0.1,5,3.5,4.3,7.2,1.7,0.3,2.6,2,13.7,All Star Playmaker
1993,John Starks,SG,NYK,80,16.3,600000,31,1.4,5.1,3.3,2.6,5.1,1.1,0.2,2.2,2.9,17.5,All Star Sharpshooter
1993,J.R. Reid,PF,TOT,83,12.5,1250000,22.7,0,3.4,2.6,5.5,1,0.6,0.4,1.5,3.2,9.4,Rim Protector
1993,Tony Campbell,SF,NYK,58,11.6,1383000,18.3,0,3.3,1,2.7,1.1,0.6,0.1,0.9,2.6,7.7,Post Scorer
1993,Kevin Edwards,SG,MIA,40,17.1,750000,28.4,0.1,5.3,3,3,3,1.7,0.3,1.9,1.7,13.9,Playmaker
1993,Alton Lister,C,GSW,20,4.3,1283000,8.7,0,1,0.4,2.2,0.3,0,0.5,0.9,2,2.3,Post Scorer
1993,Michael Jordan,SG,CHI,78,29.7,4000000,39.3,1,11.7,6.1,6.7,5.5,2.8,0.8,2.7,2.4,32.6,Superstar
1993,Doc Rivers,PG,NYK,77,14.6,895000,24.5,0.5,2.3,1.7,2.5,5.3,1.6,0.1,1.5,2.8,7.8,Playmaker
1993,Jeff Turner,PF,ORL,75,11.4,700000,19.7,0.1,2.9,0.7,3.4,1.4,0.3,0.1,0.9,2.6,7,Post Scorer
1993,Gary Grant,PG,LAC,74,11.7,1128000,21.9,0.1,2.7,0.7,1.9,4.8,1.4,0.1,1.7,2.3,6.6,Playmaker
1993,Randy Breuer,C,ATL,12,11.1,,8.9,0,1.3,0.2,2.3,0.5,0.2,0.3,0.4,1,2.7,Ignorance
1993,Reggie Lewis,SG,BOS,80,17.4,3320000,39.3,0.2,8.1,4.1,4.3,3.7,1.5,1,1.7,3.1,20.8,All Star Post Scorer
1993,Hubert Davis,SG,NYK,50,8.7,588000,16.3,0.1,2.1,0.9,1.1,1.7,0.4,0.1,0.9,1.4,5.4,Post Scorer
1993,Rick Mahorn,PF,NJN,74,10.3,500000,14.6,0,1.4,1.2,3.8,0.4,0.3,0.4,0.8,2.1,3.9,Post Scorer
1993,Jim Jackson,SF,DAL,28,11,,33.5,0.8,5.8,2.4,4.4,4.7,1.4,0.4,4.1,2.9,16.3,All Star Playmaker
1993,Larry Robinson,SG,WSB,4,12,,8.3,0,1.5,0.8,0.8,0.8,0.3,0.3,0.3,0,3.8,Ignorance
1993,Patrick Ewing,C,NYK,81,20.8,3300000,37.1,0,9.6,4.9,12.1,1.9,0.9,2,3.3,3.5,24.2,All Star Big Man
1993,Herb Williams,C,NYK,55,10.1,430000,10.4,0,1.3,0.3,2.7,0.3,0.4,0.5,0.4,1.4,2.9,Ignorance
1993,Shaquille O'Neal,C,ORL,81,22.9,,37.9,0,9,5.3,13.9,1.9,0.7,3.5,3.8,4,23.4,All Star Big Man
1993,Sleepy Floyd,PG,HOU,52,12.1,,16.7,0.3,2.1,1.6,1.7,2.5,0.6,0.1,1.3,1.1,6.6,Sharpshooter
1993,LaBradford Smith,SG,WSB,69,10.9,760000,22.4,0.1,3.7,1.6,1.5,2.7,0.8,0.1,1.5,2.6,9.3,Playmaker
1993,Terry Catledge,PF,ORL,21,8.5,1086000,12.5,0,1.7,1.3,2.2,0.2,0.2,0,1.2,1.5,4.7,Post Scorer
1993,Tim Kempton,PF,PHO,30,8.6,500000,5.6,0,0.6,0.6,1.3,0.6,0.1,0.1,0.5,1,1.9,Ignorance
1993,Scott Brooks,PG,HOU,82,14.1,,18.5,0.5,1.7,1.4,1.2,3,1,0,0.9,1.7,6.3,Sharpshooter
1993,Rony Seikaly,C,MIA,72,18,2382000,34.1,0,5.8,5.5,11.8,1.4,0.5,1.2,2.8,3.6,17.1,All Star Big Man
1993,John Battle,SG,CLE,41,11.1,910000,12.1,0,2,1.4,0.7,1.3,0.2,0.1,0.5,1,5.4,Ignorance
1993,Thurl Bailey,PF,MIN,70,12.9,,18.2,0,2.9,1.7,3.1,0.9,0.3,0.7,0.9,1.3,7.5,Post Scorer
1993,Gerald Paddio,SF,SEA,41,16.3,190000,7.5,0,1.7,0.3,1.2,0.8,0.3,0.1,0.4,0.6,3.9,Ignorance
1993,Kevin Willis,PF,ATL,80,17.4,2425000,36,0.1,7.6,2.5,12.9,2.1,0.9,0.5,2.7,3.3,17.9,All Star Post Scorer
1993,Gary Plummer,PF,DEN,60,8.6,140000,12.3,0,1.8,1.2,2.9,0.7,0.2,0.2,1.3,2.4,4.7,Post Scorer
1993,Greg Foster,PF,TOT,43,11.6,439000,6.9,0,1.3,0.3,1.9,0.5,0.1,0.3,0.6,1.3,2.9,Ignorance
1993,Sam Perkins,PF,TOT,79,16.5,3047000,29.8,0.3,4.5,3.2,6.6,2,0.8,1,1.4,2.8,13.1,All Star Post Scorer
1993,Detlef Schrempf,PF,IND,82,19.2,1393000,37.8,0.1,6.2,6.4,9.5,6,1,0.3,3,3.7,19.1,Superstar
1993,Morlon Wiley,PG,TOT,58,9.9,250000,17.2,0.9,0.7,0.3,1.6,3.1,1.1,0.1,1.4,2.2,4.5,Sharpshooter
1993,John Stockton*,PG,UTA,82,21.3,2200000,34.9,0.9,4.5,3.6,2.9,12,2.4,0.3,3.2,2.7,15.1,All Star Playmaker
1993,Brad Daugherty,C,CLE,71,22,2923000,37.9,0,7.3,5.5,10.2,4.4,0.7,0.8,2.1,2.5,20.2,All Star Post Scorer
1993,Johnny Dawkins,PG,PHI,74,14.6,1900000,21.6,0.4,3.1,1.5,1.8,4.6,1.1,0.1,1.6,1.2,8.9,Playmaker
1993,Steve Kerr,SG,TOT,52,9.4,550000,9.3,0.1,0.9,0.4,0.9,1.3,0.2,0,0.5,0.7,2.6,Ignorance
1993,Dale Ellis,SG,SAS,82,15,1000000,33.3,1.5,5.2,1.9,3.8,1.3,1,0.2,1.4,2.2,16.7,All Star Sharpshooter
1993,Alonzo Mourning,C,CHH,78,20.8,2400000,33.9,0,7.3,6.3,10.3,1,0.3,3.5,3,3.7,21,All Star Big Man
1993,Manute Bol,C,PHI,58,8.5,1650000,14.7,0.2,0.7,0.2,3.3,0.3,0.2,2.1,0.9,1.5,2.2,Post Scorer
1993,Kiki Vandeweghe,SF,LAC,41,13.8,140000,12,0.3,2,1.4,1.2,0.6,0.3,0.2,0.5,1.1,6.2,Ignorance
1993,Spud Webb,PG,SAC,69,14.4,1317000,33.8,0.5,4.4,4,2.8,7,1.5,0.1,2.8,2.6,14.5,All Star Playmaker
1993,Jerome Lane,PF,CLE,21,18.1,225000,7.1,0,1.3,0.2,2.5,0.8,0.6,0.1,0.3,1.5,2.8,Ignorance
1993,Matt Geiger,C,MIA,48,11.8,140000,11.5,0,1.6,1.3,2.5,0.3,0.3,0.4,0.8,2.6,4.5,Post Scorer
1993,Jerrod Mustaf,PF,PHO,32,12.7,904000,10.5,0,1.8,1,2.6,0.3,0.4,0.3,0.7,1.3,4.6,Post Scorer
1993,Darrell Walker,PG,TOT,37,6.4,735000,13.8,0,0.9,0.3,1.6,1.4,0.9,0.1,0.7,1.7,2.2,Post Scorer
1993,Greg Kite,C,ORL,64,5.3,775000,10,0,0.6,0.2,3,0.2,0.2,0.2,0.5,2.1,1.4,Post Scorer
1993,Dee Brown,PG,BOS,80,17.2,865000,28.2,0.3,3.8,2.4,3.1,5.8,1.7,0.4,1.7,2.5,10.9,All Star Playmaker
1993,Negele Knight,PG,PHO,52,8.9,469000,17.1,0,2.4,1.3,1.2,2.8,0.4,0.1,1.4,1.3,6.1,Sharpshooter
1993,Don MacLean,PF,WSB,62,14,463000,10.9,0,2.5,1.5,2,0.6,0.2,0.1,0.7,1.3,6.6,Ignorance
1993,Paul Graham,SG,ATL,80,12.7,500000,18.9,0.5,2.7,1.2,2.4,2.1,1.1,0.1,1.5,2.3,8.1,Playmaker
1993,Kurt Rambis,PF,TOT,72,11.2,1100000,11.4,0,0.9,0.6,3.2,0.7,0.6,0.3,0.6,1.7,2.5,Post Scorer
1993,Charles Shackleford,C,PHI,48,13.1,1720000,11.8,0,1.7,0.6,4.3,0.5,0.3,0.5,0.8,1.9,4,Post Scorer
1993,Joe Courtney,PF,TOT,12,8.8,,8.7,0,1.1,0.6,1.6,0.3,0.4,0.4,0.5,1.4,2.8,Ignorance
1993,Kevin Johnson,PG,PHO,49,18.1,1850000,33.5,0,5.7,4.6,2.1,7.8,1.7,0.4,3.1,2,16.1,All Star Playmaker
1993,Larry Smith,PF,SAS,66,7.1,500000,12.6,0,0.6,0.1,4.1,0.4,0.3,0.2,0.6,2,1.3,Post Scorer
1993,Blue Edwards,SF,MIL,82,16.4,475000,33.3,0.5,6.3,2.9,4.7,2.6,1.6,0.5,2.1,3,16.9,All Star Post Scorer
1993,Hot Rod,C,CLE,67,13.7,,30.7,0,3.9,3.2,6.2,2.3,0.7,1.6,1.7,2.6,11,Rim Protector
1993,Bob McCann,SF,MIN,79,10.9,,19.4,0,2.5,1.2,3.6,0.9,0.6,0.7,1,2.6,6.3,Post Scorer
1993,Rick Fox,SF,BOS,71,14.7,650000,15.2,0.1,2.5,1.1,2.2,1.6,0.9,0.3,1.1,1.9,6.4,Post Scorer
1993,Mark Randall,PF,TOT,37,11.9,250000,6.7,0,1.1,0.4,1.5,0.3,0.1,0.1,0.5,0.9,2.6,Ignorance
1993,Clyde Drexler,SG,POR,49,20.7,1378000,34.1,0.6,6.5,5,6.3,5.7,1.9,0.8,2.3,3.2,19.9,Superstar
1993,Steve Burtt,SG,WSB,4,18.5,,8.8,0.3,2.3,2,0.8,1.5,0.5,0,1,1.3,7.3,Sharpshooter
1993,James Worthy,SF,LAL,82,15.6,1850000,28.8,0.4,5.9,2.1,3,3.4,1.1,0.3,1.7,1.1,14.9,Playmaker
1993,Armen Gilliam,PF,PHI,80,17.5,2300000,21.8,0,4.5,3.4,5.9,1.5,0.5,0.7,2,1.5,12.4,Rim Protector
1993,Steve Bardo,SG,DAL,23,7.7,150000,7.6,0,0.8,0.5,1.6,1.3,0.3,0.1,0.7,1.2,2.2,Ignorance
1993,Jeff Malone,SG,UTA,79,13.7,1980000,32.4,0,7.5,3,2.2,1.6,0.5,0.1,1.6,1.5,18.1,All Star Post Scorer
1993,Blair Rasmussen,C,ATL,22,4.8,1988000,12.9,0.1,1.3,0.4,2.5,0.2,0.2,0.5,0.5,2.8,3.2,Post Scorer
1993,Greg Dreiling,C,IND,43,5,650000,5.6,0,0.4,0.2,1.5,0.2,0.1,0.2,0.2,1.4,1.1,Ignorance
1993,Radisav Curcic,C,DAL,20,13.5,140000,8.3,0,0.8,1.3,2.5,0.6,0.4,0.1,0.4,1.5,2.9,Ignorance
1993,Buck Johnson,SF,WSB,73,10.7,550000,17.6,0,2.6,1.3,2.7,1.2,0.5,0.2,1,2.6,6.5,Post Scorer
1993,Dale Davis,PF,IND,82,16.3,559000,27.6,0,3.7,1.5,8.8,0.8,0.8,1.8,1,3.3,8.9,Rim Protector
1993,James Edwards,C,LAL,52,11.2,1000000,11.9,0,2.3,1.6,1.9,0.8,0.2,0.1,1,2.3,6.3,Post Scorer
1993,Dan O'Sullivan,C,TOT,6,24.4,,2.8,0,0.5,0.5,1,0.2,0.2,0,0,0.7,1.5,Ignorance
1993,Mike Gminski,C,CHH,34,14.1,1415000,7.4,0,1.2,0.3,2.5,0.2,0,0.3,0.3,0.8,2.7,Ignorance
1993,Cedric Ceballos,SF,PHO,74,21,350000,21.7,0,5.1,2.5,5.5,1,0.7,0.4,1.4,1.4,12.8,Playmaker
1993,Brian Howard,SF,DAL,68,9.7,200000,19,0,2.7,1.1,3.1,1,0.8,0.5,1,3.2,6.5,Post Scorer
1993,Jeff Grayer,SG,GSW,48,12,550000,21.4,0,3.4,1.9,3.3,1.5,0.6,0.2,1.1,2.5,8.8,Playmaker
1993,Benoit Benjamin,C,TOT,59,13.2,3175000,12.8,0,2.3,1.2,3.5,0.4,0.5,0.8,1.3,2.3,5.7,Post Scorer
1993,Harvey Grant,SF,WSB,72,16.1,1625000,37,0,7.8,3,5.7,2.8,1,0.6,1.3,2.3,18.6,All Star Post Scorer
1993,Vlade Divac,C,LAL,82,17.1,3633000,30.8,0.3,4.6,2.9,8.9,2.8,1.6,1.7,2.6,3.8,12.8,All Star Big Man
1994,Scott Brooks,PG,HOU,73,12.2,525000,16.8,0.3,1.6,1,1.4,2,0.7,0,0.8,1.3,5.2,Sharpshooter
1994,Marty Conlon,C,TOT,30,15,250000,19.3,0,3.2,1.4,4.6,1.1,0.3,0.3,1.1,2.3,7.8,Post Scorer
1994,Bobby Hurley,PG,SAC,19,8.4,1616000,26.3,0.1,2.7,1.3,1.8,6.1,0.7,0.1,2.5,1.5,7.1,Playmaker
