Year,Player,Pos,Tm,G,PER, Salary ,MP,3P,2P,FT,TRB,AST,STL,BLK,TOV,PF,PTS,Archetype
2017,Anthony Davis,C,NOP,75,27.5,22116750,36.1,0.5,9.7,6.9,11.8,2.1,1.3,2.2,2.4,2.2,28,All Star Big Man
2017,Nick Collison,PF,OKC,20,12.8,3750000,6.4,0,0.7,0.3,1.5,0.6,0.1,0.1,0.2,0.9,1.7,Ignorance
2017,Evan Fournier,SG,ORL,68,13.9,17000000,32.9,1.9,4.1,3.3,3.1,3,1,0.1,2.1,2.6,17.2,All Star Sharpshooter
2017,Jameer Nelson,PG,DEN,75,11.4,4540525,27.3,1.4,2.2,0.6,2.6,5.1,0.7,0.1,1.7,2.6,9.2,All Star Sharpshooter
2017,Dario Saric,PF,PHI,81,12.8,2318280,26.3,1.3,3.4,2.1,6.3,2.2,0.7,0.4,2.3,2,12.8,All Star Sharpshooter
2017,Lavoy Allen,PF,IND,61,11.6,4000000,14.3,0,1.3,0.4,3.6,0.9,0.3,0.4,0.5,1.3,2.9,Post Scorer
2017,Corey Brewer,SF,TOT,82,9.1,7600000,15.6,0.3,1.5,0.6,2,1.2,0.7,0.2,0.7,1.6,4.5,Sharpshooter
2017,Justin Holiday,SG,NYK,82,12.7,1015696,20,1.2,1.7,0.8,2.7,1.2,0.8,0.4,0.8,1.3,7.7,Sharpshooter
2017,Harrison Barnes,PF,DAL,79,16.3,22116750,35.5,1,6.6,3.1,5,1.5,0.8,0.2,1.3,1.6,19.2,All Star Sharpshooter
2017,E'Twaun Moore,SG,NOP,73,12.1,,24.9,1.1,2.8,0.8,2.1,2.2,0.7,0.4,0.8,1.8,9.6,Sharpshooter
2017,Luis Scola,PF,BRK,36,13.9,5000000,12.8,0.5,1.5,0.7,3.9,1,0.4,0.1,0.9,1.8,5.1,Post Scorer
2017,T.J. McConnell,PG,PHI,81,13.7,874636,26.3,0.1,2.8,0.9,3.1,6.6,1.7,0.1,2,1.7,6.9,Playmaker
2017,D'Angelo Russell,PG,LAL,63,15.3,,28.7,2.1,3.4,2.3,3.5,4.8,1.4,0.3,2.8,2.1,15.6,All Star Sharpshooter
2017,Alec Burks,SG,UTA,42,11.6,10154495,15.5,0.6,1.8,1.4,2.9,0.7,0.4,0.1,0.8,1.2,6.7,Sharpshooter
2017,Manu Ginobili,SG,SAS,69,13.9,14000000,18.7,1.3,1.2,1.2,2.3,2.7,1.2,0.2,1.4,1.7,7.5,Sharpshooter
2017,Amir Johnson,PF,BOS,80,15,12000000,20.1,0.3,2.3,0.8,4.6,1.8,0.7,0.8,1,2.6,6.5,Rim Protector
2017,Chris Paul,PG,LAC,61,26.2,22868827,31.5,2,4.1,3.8,5,9.2,1.9,0.1,2.4,2.4,18.1,All Star Playmaker
2017,Jarrett Jack,PG,NOP,2,7.7,1551659,16.5,0,1,1,0,2.5,1,0,1.5,2,3,Sharpshooter
2017,Thaddeus Young,PF,IND,74,14.9,14153652,30.2,0.6,4.3,0.6,6.1,1.6,1.5,0.4,1.3,1.8,11,Playmaker
2017,Raymond Felton,PG,LAC,80,10.9,1551659,21.3,0.6,2.2,0.6,2.7,2.4,0.8,0.3,1,1.6,6.7,Sharpshooter
2017,Nene Hilario,C,HOU,67,18.9,2898000,17.9,0,3.6,1.7,4.2,1,0.8,0.6,1.1,2.4,9.1,Rim Protector
2017,Jeff Withey,C,UTA,51,18.8,1015696,8.5,0,1.1,0.7,2.4,0.1,0.3,0.6,0.3,1,2.9,Ignorance
2017,John Lucas,PG,MIN,5,9.1,,2.2,0,0.2,0,0,0.2,0.4,0,0,0,0.4,Ignorance
2017,P.J. Tucker,SF,TOT,81,10.5,5300000,27.6,0.9,1.6,0.9,5.8,1.2,1.4,0.2,0.8,2.4,6.7,Playmaker
2017,Marreese Speights,C,LAC,82,17.6,1403611,15.7,1.3,1.7,1.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7,Sharpshooter
2017,Tony Parker,PG,SAS,63,13,14445313,25.2,0.4,3.8,1.3,1.8,4.5,0.5,0,1.4,1.5,10.1,Playmaker
2017,Frank Kaminsky,C,CHO,75,13,2730000,26.1,1.5,2.7,1.6,4.5,2.2,0.6,0.5,1,1.9,11.7,All Star Sharpshooter
2017,Jrue Holiday,PG,NOP,67,17.1,11286518,32.7,1.5,4.6,1.8,3.9,7.3,1.5,0.6,2.9,2,15.4,All Star Playmaker
2017,LeBron James,SF,CLE,74,27,30963450,37.8,1.7,8.3,4.8,8.6,8.7,1.2,0.6,4.1,1.8,26.4,Superstar
2017,Giannis Antetokounmpo,SF,MIL,80,26.1,2995421,35.6,0.6,7.6,5.9,8.8,5.4,1.6,1.9,2.9,3.1,22.9,All Star Big Man
2017,Cameron Payne,PG,TOT,31,5.6,2112480,14.9,0.9,1.2,0.2,1.5,1.8,0.5,0.2,0.9,1.7,5.2,Sharpshooter
2017,Tim Quarterman,SG,POR,16,10.2,,5,0.3,0.5,0,0.9,0.7,0.1,0.2,0.7,0.4,1.9,Ignorance
2017,C.J. Wilcox,SG,ORL,22,2.9,1209680,4.9,0.1,0.2,0.1,0.5,0.5,0.1,0,0.3,0.4,1,Ignorance
2017,Marcus Morris,SF,DET,79,12.4,4625000,32.5,1.5,3.8,1.8,4.6,2,0.7,0.3,1.1,2.1,14,All Star Sharpshooter
2017,Derrick Williams,PF,TOT,50,10.6,4598000,16.1,0.6,1.6,1.2,2.6,0.6,0.3,0.1,0.6,1.2,6.1,Sharpshooter
2017,Luol Deng,SF,LAL,56,10.1,18000000,26.5,0.9,2,0.8,5.3,1.3,0.9,0.4,0.8,1.1,7.6,Sharpshooter
2017,Pascal Siakam,PF,TOR,55,11.5,1196040,15.6,0,1.9,0.4,3.4,0.3,0.5,0.8,0.6,2,4.2,Post Scorer
2017,Mike Muscala,C,ATL,70,14.4,1015696,17.7,0.7,1.8,0.7,3.4,1.4,0.4,0.6,0.8,1.4,6.2,Sharpshooter
2017,Marco Belinelli,SG,CHO,74,13.3,6333333,24,1.4,2.2,2,2.4,2,0.6,0.1,0.9,1.2,10.5,Sharpshooter
2017,Terrence Jones,PF,TOT,54,16.1,1050961,23.5,0.4,3.9,1.9,5.7,1.1,0.7,1,0.9,1.2,10.8,Rim Protector
2017,Khris Middleton,SF,MIL,29,15,15200000,30.7,1.6,3.6,2.8,4.2,3.4,1.4,0.2,2.2,2.7,14.7,All Star Sharpshooter
2017,Kevin Durant,SF,GSW,62,27.6,26540100,33.4,1.9,7,5.4,8.3,4.8,1.1,1.6,2.2,1.9,25.1,Superstar
2017,Andrew Nicholson,PF,TOT,38,5.9,6088993,9,0.1,1,0.2,1.6,0.3,0.4,0.2,0.4,1.4,2.6,Ignorance
2017,Kris Dunn,PG,MIN,78,8.1,3872520,17.1,0.3,1.2,0.5,2.1,2.4,1,0.5,1.1,2.3,3.8,Sharpshooter
2017,Marcus Georges-Hunt,SG,ORL,5,10.2,31969,9.6,0.2,0.2,1.8,1.8,0.6,0.2,0,0.4,1,2.8,Ignorance
2017,Blake Griffin,PF,LAC,61,22.7,20140838,34,0.6,7.2,5.2,8.1,4.9,1,0.4,2.3,2.6,21.6,Superstar
2017,Mirza Teletovic,PF,MIL,70,8.8,10500000,16.2,1.5,0.7,0.5,2.3,0.7,0.2,0.2,0.5,1.6,6.4,Sharpshooter
2017,Doug McDermott,SF,TOT,66,10.7,2483040,22.8,1.2,2.2,1.1,2.7,0.9,0.2,0.1,0.6,1.2,9,Sharpshooter
2017,Boban Marjanovic,C,DET,35,29.6,7000000,8.4,0,2.1,1.3,3.7,0.3,0.2,0.3,0.3,0.7,5.5,Ignorance
2017,Al Jefferson,C,IND,66,18.9,10230179,14.1,0,3.6,1,4.2,0.9,0.3,0.2,0.5,1.9,8.1,Post Scorer
2017,Josh McRoberts,PF,MIA,22,9.8,5782450,17.3,0.6,1.4,0.3,3.4,2.3,0.5,0.2,1,1.4,4.9,Sharpshooter
2017,Beno Udrih,PG,DET,39,16.1,1551659,14.4,0.3,2.1,0.8,1.5,3.4,0.3,0,0.9,0.7,5.8,Sharpshooter
2017,Toney Douglas,PG,MEM,24,10.6,603558,16.4,0.3,1.5,1,2.5,2.3,0.8,0.2,0.9,2.1,4.9,Sharpshooter
2017,Okaro White,PF,MIA,35,7.5,374933,13.5,0.3,0.6,0.6,2.3,0.6,0.3,0.3,0.5,1.5,2.8,Ignorance
2017,Dorian Finney-Smith,PF,DAL,81,7.7,543471,20.3,0.7,0.8,0.6,2.7,0.8,0.6,0.3,0.6,1.5,4.3,Sharpshooter
2017,Cheick Diallo,PF,NOP,17,16.8,543471,11.7,0,2.1,0.9,4.3,0.2,0.2,0.4,0.4,1,5.1,Post Scorer
2017,Isaiah Taylor,PG,HOU,4,0.3,305000,13,0,0.3,0.3,0.8,0.8,0.3,0.3,0,1.5,0.8,Ignorance
2017,Wayne Ellington,SG,MIA,62,12.6,6000000,24.2,2.4,1.3,0.6,2.1,1.1,0.6,0.1,0.5,1.1,10.5,Sharpshooter
2017,Quincy Acy,PF,TOT,38,11.8,1914544,14.7,1,0.9,1.2,3,0.5,0.4,0.4,0.6,1.8,5.8,Sharpshooter
2017,Isaiah Whitehead,PG,BRK,73,7.5,1074145,22.5,0.6,2.2,1.2,2.5,2.6,0.6,0.5,1.9,2.4,7.4,Playmaker
2017,Rudy Gay,SF,SAC,30,17.9,13333333,33.8,1.4,5.3,3.9,6.3,2.7,1.5,0.9,2.5,2.6,18.7,Superstar
2017,Dwyane Wade,SG,CHI,60,18.5,23200000,29.9,0.8,6.2,3.7,4.5,3.8,1.4,0.7,2.3,1.9,18.3,All Star Post Scorer
2017,Jaylen Brown,SF,BOS,78,10.3,4743000,17.2,0.6,1.9,1.1,2.8,0.8,0.4,0.2,0.9,1.8,6.6,Sharpshooter
2017,Cory Joseph,SG,TOR,80,13.2,7330000,25,0.6,3.1,1.2,2.9,3.3,0.8,0.2,1.4,1.8,9.3,Playmaker
2017,Henry Ellenson,PF,DET,19,7.5,1704120,7.7,0.5,0.7,0.2,2.2,0.4,0.1,0.1,0.7,0.3,3.2,Ignorance
2017,Justise Winslow,SF,MIA,18,8.2,2593440,34.7,0.4,4.1,1.6,5.2,3.7,1.5,0.3,1.8,2.9,10.9,Playmaker
2017,Jamal Crawford,SG,LAC,82,12,13253012,26.3,1.4,3,2.1,1.6,2.6,0.7,0.2,1.6,1.4,12.3,All Star Sharpshooter
2017,Myles Turner,C,IND,81,18.5,2463840,31.4,0.5,5,3,7.2,1.3,0.9,2.1,1.3,3.2,14.5,All Star Big Man
2017,Aaron Brooks,PG,IND,65,9.5,2700000,13.8,0.7,1.1,0.5,1.1,1.9,0.4,0.1,1,1.4,5,Sharpshooter
2017,Timothe Luwawu-Cabarrot,SF,PHI,69,8.5,1326960,17.2,0.7,1.4,1.5,2.2,1.1,0.5,0.1,1.1,2.2,6.4,Sharpshooter
2017,Jake Layman,SF,POR,35,4.9,600000,7.1,0.4,0.4,0.4,0.7,0.3,0.3,0.1,0.3,0.6,2.2,Ignorance
2017,Hassan Whiteside,C,MIA,77,22.6,22116750,32.6,0,7,2.9,14.1,0.7,0.7,2.1,2,2.9,17,All Star Big Man
2017,Mike Dunleavy,SF,TOT,53,10.1,4837500,15.9,1,0.8,0.7,2.2,0.9,0.3,0.1,0.5,1.3,5.2,Sharpshooter
2017,Sergio Rodriguez,PG,PHI,68,11,8000000,22.3,1.4,1.7,0.3,2.3,5.1,0.7,0.1,1.9,1.4,7.8,Sharpshooter
2017,Patrick Beverley,SG,HOU,67,13,6000000,30.7,1.6,1.8,1.1,5.9,4.2,1.5,0.4,1.5,3.3,9.5,All Star Sharpshooter
2017,Nick Young,SG,LAL,60,14.1,5443918,25.9,2.8,1.7,1.3,2.3,1,0.6,0.2,0.6,2.3,13.2,All Star Sharpshooter
2017,George Hill,PG,UTA,49,19.3,8000000,31.5,1.9,4,3.2,3.4,4.1,1,0.2,1.7,2.3,16.9,All Star Sharpshooter
2017,Trey Lyles,PF,UTA,71,10,2340600,16.3,0.9,1.3,0.8,3.3,1,0.4,0.3,0.9,1.4,6.2,Sharpshooter
2017,Wade Baldwin,PG,MEM,33,6.4,1793760,12.3,0.1,1,0.9,1.4,1.8,0.5,0.2,1.2,1.2,3.2,Ignorance
2017,Metta World,SF,LAL,25,6.2,,6.4,0.4,0.4,0.4,0.8,0.4,0.4,0.1,0.3,0.7,2.3,Ignorance
2017,Klay Thompson,SG,GSW,78,17.4,16663575,34,3.4,4.8,2.4,3.7,2.1,0.8,0.5,1.6,1.8,22.3,All Star Sharpshooter
2017,Georgios Papagiannis,C,SAC,22,12.7,2202240,16.1,0,2.5,0.5,3.9,0.9,0.1,0.8,1.1,2,5.6,Post Scorer
2017,Andrew Wiggins,SF,MIN,82,16.5,6006600,37.2,1.3,7.4,5,4,2.3,1,0.4,2.3,2.2,23.6,Superstar
2017,Chinanu Onuaku,C,HOU,5,12.3,543471,10.4,0,1,0.8,2,0.6,0.6,0.2,0.8,1.2,2.8,Ignorance
2017,Kentavious Caldwell-Pope,SG,DET,76,12.8,3678319,33.3,2,2.9,2,3.3,2.5,1.2,0.2,1.1,1.6,13.8,All Star Sharpshooter
2017,Bryn Forbes,SG,SAS,36,5.9,543471,7.9,0.5,0.5,0.1,0.6,0.6,0,0,0.3,0.6,2.6,Ignorance
2017,Jakob Poeltl,C,TOR,54,12.2,2703960,11.6,0,1.2,0.6,3.1,0.2,0.3,0.4,0.5,2.1,3.1,Post Scorer
2017,Joffrey Lauvergne,PF,TOT,70,12.6,1709720,14,0.5,1.6,0.7,3.6,1,0.4,0.1,0.8,1.2,5.4,Sharpshooter
2017,Tristan Thompson,C,CLE,78,15.3,15330435,29.9,0,3.4,1.4,9.2,1,0.5,1.1,0.8,2.3,8.1,Rim Protector
2017,Tim Hardaway,SG,ATL,79,15.2,2281605,27.3,1.9,3.4,2.1,2.8,2.3,0.7,0.2,1.3,1.3,14.5,All Star Sharpshooter
2017,Jared Sullinger,PF,TOR,11,5.6,5628000,10.7,0.3,1.1,0.4,2.5,0.3,0.4,0.1,0.4,1.5,3.4,Ignorance
2017,Rodney Stuckey,PG,IND,39,9.5,7000000,17.8,0.5,1.8,2.1,2.2,2.2,0.4,0,1.4,1.1,7.2,Sharpshooter
2017,Tyson Chandler,C,PHO,47,16.6,12415000,27.6,0,3.3,1.9,11.5,0.6,0.7,0.5,1.4,2.7,8.4,Rim Protector
2017,Hollis Thompson,SG,TOT,40,7.9,442126,18.8,0.8,1.1,0.5,2.8,0.9,0.5,0.2,0.3,1.7,5.1,Sharpshooter
2017,Marquese Chriss,PF,PHO,82,12.3,2941440,21.3,0.9,2.6,1.4,4.2,0.7,0.8,0.9,1.3,3.2,9.2,Rim Protector
2017,Caris LeVert,SF,BRK,57,12.2,1562280,21.7,1,2,1.2,3.3,1.9,0.9,0.1,1,1.6,8.2,Sharpshooter
2017,Karl-Anthony Towns,C,MIN,82,26,5960160,37,1.2,8.5,4.3,12.3,2.7,0.7,1.3,2.6,2.9,25.1,All Star Big Man
2017,Nik Stauskas,SG,PHI,80,9,2993040,27.4,1.7,1.5,1.5,2.8,2.4,0.6,0.4,1.6,1.8,9.5,All Star Sharpshooter
2017,Kristaps Porzingis,PF,NYK,66,17.4,4317720,32.8,1.7,5,3,7.2,1.5,0.7,2,1.8,3.7,18.1,All Star Big Man
2017,Jahlil Okafor,C,PHI,50,14.8,4788840,22.7,0,4.8,2.1,4.8,1.2,0.4,1,1.8,2.4,11.8,Rim Protector
2017,Bradley Beal,SG,WAS,77,20.1,22116750,34.9,2.9,5.4,3.7,3.1,3.5,1.1,0.3,2,2.2,23.1,All Star Sharpshooter
2017,Maurice Harkless,SF,POR,77,13.2,8988764,28.9,0.9,3.2,1,4.4,1.2,1.1,0.9,1.1,2.8,10,Rim Protector
2017,John Henson,C,MIL,58,15.3,12517606,19.4,0,2.7,1.3,5.1,1,0.5,1.3,0.9,2.6,6.8,Rim Protector
2017,Troy Daniels,SG,MEM,67,10.4,3332940,17.7,2.1,0.7,0.6,1.5,0.7,0.3,0.1,0.7,1.3,8.2,Sharpshooter
2017,Mindaugas Kuzminskas,SF,NYK,68,12.4,2898000,14.9,0.8,1.5,0.8,1.9,1,0.4,0.2,0.8,1.2,6.3,Sharpshooter
2017,Chris McCullough,PF,TOT,16,15.2,1191480,5,0.1,0.9,0.2,1.2,0.1,0.1,0.1,0.2,0.4,2.3,Ignorance
2017,Derrick Jones,SF,PHO,32,12,543471,17,0.1,2,0.9,2.5,0.4,0.4,0.4,0.4,2,5.3,Post Scorer
2017,Matthew Dellavedova,PG,MIL,76,9.4,9607500,26.1,1,1.7,1.1,1.9,4.7,0.7,0,1.8,2,7.6,Playmaker
2017,Kyle Singler,SF,OKC,32,5.9,4837500,12,0.2,0.8,0.4,1.5,0.3,0.2,0.2,0.3,0.9,2.8,Ignorance
2017,Tarik Black,C,LAL,67,15,6191000,16.3,0,2.2,1.2,5.1,0.6,0.4,0.7,0.9,2.6,5.7,Post Scorer
2017,Dirk Nowitzki,PF,DAL,54,17,25000000,26.4,1.5,4,1.8,6.5,1.5,0.6,0.7,0.9,2.1,14.2,All Star Sharpshooter
2017,Semaj Christon,PG,OKC,64,5.7,543471,15.2,0.2,1,0.3,1.4,2,0.4,0.1,0.7,1.2,2.9,Ignorance
2017,Brandon Jennings,PG,TOT,81,12.1,4837318,22.2,1,1.4,1.4,2.4,4.9,0.9,0.1,1.6,1.4,7.1,Playmaker
2017,Danny Green,SG,SAS,68,10.2,10000000,26.6,1.7,0.9,0.4,3.3,1.8,1,0.9,1.1,1.8,7.3,Sharpshooter
2017,Jordan Farmar,PG,SAC,2,14.4,510921,17.5,2,0,0,1.5,4.5,1,0,1.5,0.5,6,Sharpshooter
2017,Juan Hernangomez,PF,DEN,62,13.3,1987440,13.6,0.7,0.9,0.9,3,0.5,0.5,0.2,0.5,1,4.9,Sharpshooter
2017,Marcelo Huertas,PG,LAL,23,9.1,1500000,10.3,0.2,0.9,0.4,1,2.3,0.4,0.1,0.8,0.7,2.7,Ignorance
2017,Michael Carter-Williams,PG,CHI,45,9.9,3183526,18.8,0.3,2.2,1.3,3.4,2.5,0.8,0.5,1.5,2.3,6.6,Playmaker
2017,Georges Niang,PF,IND,23,0.1,650000,4,0,0.3,0.1,0.7,0.2,0.1,0,0.2,0.3,0.9,Ignorance
2017,Lou Williams,SG,TOT,81,21.4,7000000,24.6,2,3.3,5,2.5,3,1,0.2,2,1.1,17.5,All Star Sharpshooter
2017,J.J. Barea,PG,DAL,35,17.2,4096950,22,1.5,2.5,1.3,2.4,5.5,0.4,0,1.8,0.9,10.9,Sharpshooter
2017,Taj Gibson,PF,TOT,78,15.1,8950000,25.5,0,4.6,1.4,6.2,0.9,0.5,0.8,1.3,2.1,10.8,Rim Protector
2017,Lucas Nogueira,C,TOR,57,15.5,1921320,19.1,0.1,1.8,0.8,4.3,0.7,0.9,1.6,0.8,2.4,4.4,Rim Protector
2017,Jordan Crawford,SG,NOP,19,17.6,234915,23.3,1.9,3.6,1.1,1.8,3,0.6,0.1,1.3,1.6,14.1,All Star Sharpshooter
2017,Malachi Richardson,SG,SAC,22,9.6,1439880,9,0.4,0.9,0.7,1,0.5,0.2,0,0.4,1,3.6,Ignorance
2017,Joel Anthony,C,SAS,19,11.6,663810,6.4,0,0.5,0.3,1.6,0.2,0.1,0.3,0.2,0.6,1.3,Ignorance
2017,Ryan Anderson,PF,HOU,72,13.5,18735364,29.4,2.8,1.7,1.8,4.6,0.9,0.4,0.2,0.8,2,13.6,All Star Sharpshooter
2017,Alan Anderson,SF,LAC,30,5,1315448,10.3,0.5,0.5,0.4,0.8,0.4,0.1,0,0.2,1.2,2.9,Ignorance
2017,DeMarre Carroll,SF,TOR,72,11.9,14200000,26.1,1.5,1.5,1.2,3.8,1,1.1,0.4,0.8,2,8.9,Sharpshooter
2017,Arinze Onuaku,C,ORL,8,5.8,440078,3.5,0,0.3,0,0.8,0.3,0,0.1,0.3,0.4,0.5,Ignorance
2017,Paul George,SF,IND,75,20.2,18314532,35.9,2.6,5.7,4.5,6.6,3.3,1.6,0.4,2.9,2.7,23.7,Superstar
2017,Nikola Vucevic,C,ORL,75,19.1,11750000,28.8,0.3,6.1,1.4,10.4,2.8,1,1,1.6,2.4,14.6,All Star Post Scorer
2017,Kelly Oubre,SF,WAS,79,9.1,2006640,20.3,0.7,1.7,0.9,3.3,0.6,0.7,0.2,0.6,2.5,6.3,Sharpshooter
2017,Willie Cauley-Stein,C,SAC,75,16.4,3551160,18.9,0,3.4,1.3,4.5,1.1,0.7,0.6,0.9,2,8.1,Post Scorer
2017,Marshall Plumlee,C,NYK,21,10.9,543471,8.1,0,0.8,0.4,2.4,0.5,0.2,0.2,0.6,1.1,1.9,Ignorance
2017,Ivica Zubac,C,LAL,38,17,1034956,16,0,3.3,0.8,4.2,0.8,0.4,0.9,0.8,1.7,7.5,Post Scorer
2017,Lance Thomas,PF,NYK,46,8.4,6191000,21,0.8,1.3,0.9,3.1,0.8,0.5,0.1,0.5,1.8,6,Sharpshooter
2017,Robert Covington,SF,PHI,67,13.2,1015696,31.6,2,2.3,2.1,6.5,1.5,1.9,1,2,3,12.9,All Star Sharpshooter
2017,Tomas Satoransky,SG,WAS,57,8.5,2870813,12.6,0.2,0.9,0.4,1.5,1.6,0.5,0.1,0.7,1.1,2.7,Ignorance
2017,Carmelo Anthony,SF,NYK,74,17.9,24559380,34.3,2,6.1,4.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,Superstar
2017,Dewayne Dedmon,C,SAS,76,16,2898000,17.5,0,2.1,0.9,6.5,0.6,0.5,0.8,0.8,2.4,5.1,Rim Protector
2017,Jason Smith,C,WAS,74,13.6,5000000,14.4,0.5,1.9,0.5,3.5,0.5,0.3,0.7,0.8,2.3,5.7,Post Scorer
2017,Shabazz Napier,PG,POR,53,13.6,1350120,9.7,0.6,0.7,0.7,1.2,1.3,0.6,0,0.8,0.7,4.1,Ignorance
2017,Domantas Sabonis,PF,OKC,81,6.9,2440200,20.1,0.6,1.7,0.5,3.5,1,0.5,0.4,1,2.5,5.9,Post Scorer
2017,Kris Humphries,PF,ATL,56,13.6,4000000,12.3,0.3,1.2,1.1,3.7,0.5,0.3,0.4,0.5,1.2,4.6,Post Scorer
2017,Damjan Rudez,SF,ORL,45,6.3,980431,7,0.4,0.2,0,0.6,0.4,0.3,0,0.2,0.7,1.8,Ignorance
2017,Steven Adams,C,OKC,80,16.5,3140517,29.9,0,4.7,2,7.7,1.1,1.1,1,1.8,2.4,11.3,Rim Protector
2017,Shelvin Mack,PG,UTA,55,10.9,2433334,21.9,0.7,2.4,1,2.3,2.8,0.8,0.1,1.6,1.8,7.8,Playmaker
2017,Wesley Matthews,SG,DAL,73,11.9,17100000,34.2,2.4,2.2,2,3.5,2.9,1.1,0.2,1.4,2.2,13.5,All Star Sharpshooter
2017,Pierre Jackson,PG,DAL,8,13,105498,10.5,0.4,1.3,0.8,1.1,2.4,0.3,0,0.4,0.6,4.4,Ignorance
2017,Archie Goodwin,SG,TOT,15,18.7,2094089,14.3,0.3,2.1,2.2,1.9,1.6,0.3,0.3,0.9,0.5,7.3,Ignorance
2017,Gerald Henderson,SG,PHI,72,10.8,9000000,23.2,0.8,2.4,1.8,2.6,1.6,0.6,0.2,0.9,1.8,9.2,Sharpshooter
2017,Chandler Parsons,SF,MEM,34,7.6,22116750,19.9,0.7,1.5,1,2.5,1.6,0.6,0.1,0.7,1.5,6.2,Sharpshooter
2017,Ronnie Price,PG,PHO,14,5.9,2557545,9.6,0.2,0.1,0.2,0.8,1.3,0.8,0.1,0.2,1,1,Ignorance
2017,Ramon Sessions,PG,CHO,50,12.3,6000000,16.2,0.4,1.6,1.8,1.5,2.6,0.5,0.1,0.9,0.9,6.2,Sharpshooter
2017,Dwight Powell,C,DAL,77,17.6,8375000,17.3,0.3,2.2,1.4,4,0.6,0.8,0.5,0.4,1.8,6.7,Post Scorer
2017,Jonathon Simmons,SG,SAS,78,9.9,874636,17.8,0.4,1.9,1.3,2.1,1.6,0.6,0.3,1,1.9,6.2,Sharpshooter
2017,Brian Roberts,PG,CHO,41,9.8,1050961,10.1,0.4,0.7,0.8,1,1.3,0.2,0,0.6,0.4,3.5,Ignorance
2017,Tony Snell,SG,MIL,80,9.7,2368327,29.2,1.8,1.3,0.6,3.1,1.2,0.7,0.2,0.7,1.6,8.5,Sharpshooter
2017,Paul Millsap,PF,ATL,69,17.8,20072033,34,1.1,5.1,4.5,7.7,3.7,1.3,0.9,2.3,2.7,18.1,Superstar
2017,Aron Baynes,C,DET,75,13.1,6500000,15.5,0,1.9,1.1,4.4,0.4,0.2,0.5,0.7,2.2,4.9,Post Scorer
2017,Mason Plumlee,C,TOT,81,18.1,2328530,26.5,0,4.1,2.1,7.5,3.5,0.9,1.1,1.7,2.8,10.4,Rim Protector
2017,Kevin Love,PF,CLE,60,21.1,21165675,31.4,2.4,3.8,4.3,11.1,1.9,0.9,0.4,2,2.1,19,All Star Sharpshooter
2017,Rudy Gobert,C,UTA,81,23.3,2121288,33.9,0,5.1,3.8,12.8,1.2,0.6,2.6,1.8,3,14,All Star Big Man
2017,Jordan Hill,C,MIN,7,5.5,3911380,6.7,0,0.7,0.3,2,0,0.1,0,0.6,1.3,1.7,Ignorance
2017,Allen Crabbe,SG,POR,79,11.6,18500000,28.5,1.7,2.1,1.3,2.8,1.2,0.7,0.3,0.8,2.2,10.7,All Star Sharpshooter
2017,Malcolm Brogdon,SG,MIL,75,14.9,925000,26.4,1,2.8,1.5,2.8,4.2,1.1,0.2,1.5,1.9,10.2,Playmaker
2017,Jusuf Nurkic,C,TOT,65,17.5,1921320,21.4,0,4.2,1.8,7.2,1.9,0.8,1.1,2.2,2.5,10.2,Rim Protector
2017,Davis Bertans,PF,SAS,67,12.9,543471,12.1,1,0.5,0.4,1.5,0.7,0.3,0.4,0.5,1.1,4.5,Ignorance
2017,Marcus Thornton,SG,WAS,33,10.4,1315448,17.4,0.8,1.7,0.7,2.3,1.2,0.6,0.1,0.8,1.5,6.6,Sharpshooter
2017,Maurice Ndour,PF,NYK,32,11.3,543471,10.3,0,1.2,0.6,2,0.3,0.5,0.3,0.4,0.9,3.1,Ignorance
2017,Alex Abrines,SG,OKC,68,10.1,5994764,15.5,1.4,0.6,0.6,1.3,0.6,0.5,0.1,0.5,1.7,6,Sharpshooter
2017,Udonis Haslem,C,MIA,17,8.4,4000000,7.6,0,0.6,0.5,2.1,0.4,0.3,0.1,0.5,1.3,1.8,Ignorance
2017,Andrew Bogut,C,TOT,27,9.3,11027027,21.6,0,1.4,0.1,8.1,1.8,0.5,0.9,1.6,3.2,2.9,Rim Protector
2017,Paul Zipser,SF,CHI,44,6.9,750000,19.2,0.8,1.3,0.7,2.8,0.8,0.3,0.4,0.9,1.8,5.5,Sharpshooter
2017,Larry Sanders,C,CLE,5,6.5,1865547,2.6,0,0.2,0.4,0.8,0,0.2,0.2,0.4,1,0.8,Ignorance
2017,Wayne Selden,SG,TOT,14,6.9,83119,16.9,0.5,1.3,1,1.1,0.9,0.4,0.1,0.9,1.3,5.1,Sharpshooter
2017,Wilson Chandler,SF,DEN,71,14.9,11200000,30.9,1.5,4.5,2,6.5,2,0.7,0.4,1.6,2.4,15.7,All Star Sharpshooter
2017,Kevin Seraphin,PF,IND,49,14.4,1800000,11.4,0,2.2,0.3,2.9,0.5,0.1,0.4,0.6,1.3,4.7,Post Scorer
2017,JaVale McGee,C,GSW,77,25.2,1403611,9.6,0,2.7,0.7,3.2,0.2,0.2,0.9,0.5,1.4,6.1,Post Scorer
